loanID,accountPayID,loan,reason,job,yoj,createDate,expire,period,rate,status,bad,paymentDate
458,3052928452,13130545,debtcon,sales,17,2024-09-12 13:08:00,2026-09-12 13:08:00,twenty-four month,13.0,,,
459,1333924038,38744476,homeimp,profexe,21,2024-09-12 13:09:00,2027-09-12 13:09:00,thirty-six month,19.0,accept,,
460,7976125545,12108548,homeimp,sales,6,2024-09-12 13:10:00,2028-03-12 13:10:00,forty-two month,22.0,accept,,
461,3052928452,24296935,homeimp,office,17,2024-09-12 13:11:00,2027-03-12 13:11:00,thirty month,16.0,reject,,
462,9274922399,16642495,debtcon,sales,26,2024-09-12 13:12:00,2029-03-12 13:12:00,fifty-four month,28.0,,,
463,8203283023,1925374,homeimp,profexe,15,2024-09-12 13:13:00,2029-03-12 13:13:00,fifty-four month,28.0,reject,,
464,5920548482,3333515,homeimp,mgr,7,2024-09-12 13:14:00,2025-09-12 13:14:00,twelve month,6.0,accept,,
465,6303485293,34361614,homeimp,office,2,2024-09-12 13:15:00,2027-03-12 13:15:00,thirty month,16.0,,,
466,8203283023,7482220,debtcon,self,2,2024-09-12 13:16:00,2025-09-12 13:16:00,twelve month,6.0,accept,,
467,3960086839,23998538,homeimp,office,2,2024-09-12 13:17:00,2026-09-12 13:17:00,twenty-four month,13.0,,,
468,5920548482,10231977,homeimp,sales,37,2024-09-12 13:18:00,2024-10-12 13:18:00,one month,0.5,reject,,
469,7976125545,37333413,debtcon,mgr,3,2024-09-12 13:19:00,2025-09-12 13:19:00,twelve month,6.0,accept,,
470,3960086839,13422715,debtcon,other,39,2024-09-12 13:20:00,2027-09-12 13:20:00,thirty-six month,19.0,reject,,
471,3960086839,31306620,homeimp,other,21,2024-09-12 13:21:00,2026-03-12 13:21:00,eighteen month,10.0,reject,,
472,5920548482,29118046,debtcon,sales,39,2024-09-12 13:22:00,2024-10-12 13:22:00,one month,0.5,,,
473,3960086839,23711656,homeimp,other,22,2024-09-12 13:23:00,2028-09-12 13:23:00,forty-eight month,25.0,,,
474,2843848429,21797118,homeimp,profexe,34,2024-09-12 13:24:00,2027-03-12 13:24:00,thirty month,16.0,reject,,
475,3052928452,5421411,homeimp,self,25,2024-09-12 13:25:00,2027-03-12 13:25:00,thirty month,16.0,accept,,
476,6496913603,1870666,homeimp,mgr,25,2024-09-12 13:26:00,2025-09-12 13:26:00,twelve month,6.0,accept,,
477,3960086839,47227874,debtcon,office,39,2024-09-12 13:27:00,2027-09-12 13:27:00,thirty-six month,19.0,reject,,
478,1333924038,17102908,homeimp,sales,24,2024-09-12 13:28:00,2025-03-12 13:28:00,six month,3.0,,,
479,3052928452,27006803,debtcon,other,18,2024-09-12 13:29:00,2027-09-12 13:29:00,thirty-six month,19.0,,,
480,8203283023,36813913,homeimp,self,8,2024-09-12 13:30:00,2028-03-12 13:30:00,forty-two month,22.0,accept,,
481,6303485293,41220749,homeimp,self,19,2024-09-12 13:31:00,2024-10-12 13:31:00,one month,0.5,reject,,
482,3960086839,46072766,debtcon,profexe,16,2024-09-12 13:32:00,2025-03-12 13:32:00,six month,3.0,accept,,
483,1333924038,28049655,debtcon,mgr,16,2024-09-12 13:33:00,2028-09-12 13:33:00,forty-eight month,25.0,reject,,
484,2843848429,27163265,debtcon,sales,27,2024-09-12 13:34:00,2025-09-12 13:34:00,twelve month,6.0,,,
485,5920548482,35605462,homeimp,office,34,2024-09-12 13:35:00,2025-03-12 13:35:00,six month,3.0,accept,,
486,3052928452,18227534,homeimp,profexe,2,2024-09-12 13:36:00,2026-03-12 13:36:00,eighteen month,10.0,reject,,
487,7976125545,27873382,homeimp,self,23,2024-09-12 13:37:00,2027-03-12 13:37:00,thirty month,16.0,accept,,
488,8203283023,12830941,debtcon,other,14,2024-09-12 13:38:00,2027-09-12 13:38:00,thirty-six month,19.0,accept,,
489,3052928452,49120437,homeimp,self,20,2024-09-12 13:39:00,2025-03-12 13:39:00,six month,3.0,reject,,
490,7976125545,31504911,debtcon,office,34,2024-09-12 13:40:00,2029-09-12 13:40:00,sixty month,30.0,reject,,
491,8203283023,18702860,homeimp,sales,33,2024-09-12 13:41:00,2027-09-12 13:41:00,thirty-six month,19.0,,,
492,6496913603,16838152,debtcon,mgr,30,2024-09-12 13:42:00,2026-09-12 13:42:00,twenty-four month,13.0,reject,,
493,7976125545,10321337,homeimp,profexe,10,2024-09-12 13:43:00,2027-09-12 13:43:00,thirty-six month,19.0,accept,,
494,5920548482,49234832,debtcon,mgr,13,2024-09-12 13:44:00,2025-03-12 13:44:00,six month,3.0,reject,,
495,2843848429,9587941,homeimp,sales,15,2024-09-12 13:45:00,2029-09-12 13:45:00,sixty month,30.0,reject,,
496,2843848429,32157602,homeimp,sales,10,2024-09-12 13:46:00,2025-09-12 13:46:00,twelve month,6.0,accept,,
497,7976125545,45397090,debtcon,sales,18,2024-09-12 13:47:00,2025-09-12 13:47:00,twelve month,6.0,accept,,
498,2843848429,35458981,homeimp,profexe,17,2024-09-12 13:48:00,2028-03-12 13:48:00,forty-two month,22.0,reject,,
499,2843848429,12490946,debtcon,office,23,2024-09-12 13:49:00,2026-03-12 13:49:00,eighteen month,10.0,,,
500,3052928452,43071134,debtcon,sales,13,2024-09-12 13:50:00,2027-03-12 13:50:00,thirty month,16.0,reject,,
501,9274922399,31797428,homeimp,profexe,23,2024-09-12 13:51:00,2025-09-12 13:51:00,twelve month,6.0,,,
502,3052928452,30693103,homeimp,office,36,2024-09-12 13:52:00,2028-03-12 13:52:00,forty-two month,22.0,,,
503,5920548482,3635822,homeimp,mgr,15,2024-09-12 13:53:00,2026-03-12 13:53:00,eighteen month,10.0,accept,,
504,9274922399,37272943,homeimp,profexe,8,2024-09-12 13:54:00,2026-09-12 13:54:00,twenty-four month,13.0,,,
505,7976125545,49305965,debtcon,office,21,2024-09-12 13:55:00,2025-09-12 13:55:00,twelve month,6.0,reject,,
506,3052928452,43362991,debtcon,self,37,2024-09-12 13:56:00,2025-03-12 13:56:00,six month,3.0,reject,,
507,3960086839,32366022,debtcon,other,11,2024-09-12 13:57:00,2029-03-12 13:57:00,fifty-four month,28.0,,,
508,6496913603,31349137,homeimp,other,21,2024-09-12 13:58:00,2027-03-12 13:58:00,thirty month,16.0,reject,,
509,2843848429,45674551,debtcon,mgr,8,2024-09-12 13:59:00,2027-03-12 13:59:00,thirty month,16.0,accept,,
510,6303485293,28112711,debtcon,mgr,39,2024-09-12 14:00:00,2027-03-12 14:00:00,thirty month,16.0,accept,,
511,3052928452,6855146,debtcon,profexe,0,2024-09-12 14:01:00,2028-09-12 14:01:00,forty-eight month,25.0,reject,,
512,6303485293,20742157,debtcon,office,1,2024-09-12 14:02:00,2025-09-12 14:02:00,twelve month,6.0,,,
513,1333924038,41385358,homeimp,self,30,2024-09-12 14:03:00,2028-03-12 14:03:00,forty-two month,22.0,accept,,
514,3052928452,35333443,homeimp,mgr,23,2024-09-12 14:04:00,2027-03-12 14:04:00,thirty month,16.0,,,
515,6303485293,6502287,homeimp,other,9,2024-09-12 14:05:00,2025-03-12 14:05:00,six month,3.0,accept,,
516,8203283023,6139624,debtcon,self,5,2024-09-12 14:06:00,2028-03-12 14:06:00,forty-two month,22.0,reject,,
517,5920548482,14984679,debtcon,sales,28,2024-09-12 14:07:00,2025-03-12 14:07:00,six month,3.0,accept,,
518,8203283023,11061462,homeimp,self,23,2024-09-12 14:08:00,2026-03-12 14:08:00,eighteen month,10.0,,,
519,6303485293,14376324,debtcon,self,31,2024-09-12 14:09:00,2026-03-12 14:09:00,eighteen month,10.0,,,
520,8203283023,5695162,debtcon,other,37,2024-09-12 14:10:00,2027-09-12 14:10:00,thirty-six month,19.0,,,
521,5920548482,49535083,homeimp,office,39,2024-09-12 14:11:00,2024-10-12 14:11:00,one month,0.5,reject,,
522,2843848429,49880588,debtcon,self,31,2024-09-12 14:12:00,2025-03-12 14:12:00,six month,3.0,reject,,
523,6303485293,47804004,homeimp,office,17,2024-09-12 14:13:00,2027-09-12 14:13:00,thirty-six month,19.0,accept,,
524,6496913603,40676832,homeimp,office,8,2024-09-12 14:14:00,2027-03-12 14:14:00,thirty month,16.0,accept,,
525,5920548482,33358810,debtcon,mgr,0,2024-09-12 14:15:00,2027-09-12 14:15:00,thirty-six month,19.0,reject,,
526,2843848429,43527578,homeimp,self,36,2024-09-12 14:16:00,2027-09-12 14:16:00,thirty-six month,19.0,accept,,
527,1333924038,39620618,debtcon,office,15,2024-09-12 14:17:00,2029-03-12 14:17:00,fifty-four month,28.0,reject,,
528,2843848429,47329431,homeimp,other,26,2024-09-12 14:18:00,2029-03-12 14:18:00,fifty-four month,28.0,,,
529,2843848429,5811857,homeimp,other,7,2024-09-12 14:19:00,2027-09-12 14:19:00,thirty-six month,19.0,reject,,
530,5920548482,17231648,homeimp,mgr,11,2024-09-12 14:20:00,2028-03-12 14:20:00,forty-two month,22.0,accept,,
531,6303485293,13212914,homeimp,self,38,2024-09-12 14:21:00,2028-03-12 14:21:00,forty-two month,22.0,,,
532,6496913603,28903254,homeimp,office,13,2024-09-12 14:22:00,2025-09-12 14:22:00,twelve month,6.0,,,
533,2843848429,15825835,debtcon,sales,13,2024-09-12 14:23:00,2025-03-12 14:23:00,six month,3.0,,,
534,2843848429,30481784,debtcon,profexe,25,2024-09-12 14:24:00,2029-03-12 14:24:00,fifty-four month,28.0,,,
535,7976125545,3367161,homeimp,self,1,2024-09-12 14:25:00,2026-09-12 14:25:00,twenty-four month,13.0,reject,,
536,8203283023,24911745,debtcon,other,29,2024-09-12 14:26:00,2027-09-12 14:26:00,thirty-six month,19.0,,,
537,7976125545,41044121,homeimp,mgr,25,2024-09-12 14:27:00,2024-10-12 14:27:00,one month,0.5,reject,,
538,8203283023,35942965,homeimp,profexe,10,2024-09-12 14:28:00,2024-10-12 14:28:00,one month,0.5,,,
539,8203283023,17189428,debtcon,self,33,2024-09-12 14:29:00,2025-09-12 14:29:00,twelve month,6.0,,,
540,7976125545,21990921,homeimp,self,26,2024-09-12 14:30:00,2028-03-12 14:30:00,forty-two month,22.0,reject,,
541,3960086839,49285131,debtcon,self,9,2024-09-12 14:31:00,2026-09-12 14:31:00,twenty-four month,13.0,reject,,
542,8203283023,17087287,homeimp,mgr,10,2024-09-12 14:32:00,2029-03-12 14:32:00,fifty-four month,28.0,accept,,
543,1333924038,18958928,debtcon,sales,17,2024-09-12 14:33:00,2029-09-12 14:33:00,sixty month,30.0,reject,,
544,3960086839,1002907,homeimp,office,34,2024-09-12 14:34:00,2026-09-12 14:34:00,twenty-four month,13.0,accept,,
545,5920548482,31498792,homeimp,mgr,4,2024-09-12 14:35:00,2029-03-12 14:35:00,fifty-four month,28.0,accept,,
546,5920548482,45188325,homeimp,mgr,32,2024-09-12 14:36:00,2027-03-12 14:36:00,thirty month,16.0,,,
547,5920548482,1834761,homeimp,profexe,36,2024-09-12 14:37:00,2029-03-12 14:37:00,fifty-four month,28.0,accept,,
548,3052928452,3983744,homeimp,other,28,2024-09-12 14:38:00,2027-09-12 14:38:00,thirty-six month,19.0,reject,,
549,9274922399,29435247,homeimp,self,35,2024-09-12 14:39:00,2028-09-12 14:39:00,forty-eight month,25.0,,,
550,6496913603,38174649,debtcon,mgr,11,2024-09-12 14:40:00,2027-09-12 14:40:00,thirty-six month,19.0,,,
551,7976125545,20958857,homeimp,office,17,2024-09-12 14:41:00,2028-09-12 14:41:00,forty-eight month,25.0,reject,,
552,3960086839,18435357,debtcon,self,34,2024-09-12 14:42:00,2029-03-12 14:42:00,fifty-four month,28.0,reject,,
553,3960086839,23591451,debtcon,office,39,2024-09-12 14:43:00,2025-09-12 14:43:00,twelve month,6.0,reject,,
554,3052928452,24059298,debtcon,self,38,2024-09-12 14:44:00,2028-03-12 14:44:00,forty-two month,22.0,accept,,
555,8203283023,14062945,homeimp,profexe,17,2024-09-12 14:45:00,2027-03-12 14:45:00,thirty month,16.0,,,
556,6303485293,33239751,homeimp,profexe,37,2024-09-12 14:46:00,2024-10-12 14:46:00,one month,0.5,accept,,
557,2843848429,15387904,homeimp,office,10,2024-09-12 14:47:00,2025-09-12 14:47:00,twelve month,6.0,accept,,
558,7976125545,37118708,debtcon,office,8,2024-09-12 14:48:00,2028-09-12 14:48:00,forty-eight month,25.0,accept,,
559,3052928452,33941137,debtcon,mgr,13,2024-09-12 14:49:00,2028-09-12 14:49:00,forty-eight month,25.0,,,
560,5920548482,33437394,homeimp,self,39,2024-09-12 14:50:00,2026-03-12 14:50:00,eighteen month,10.0,accept,,
561,1333924038,11755189,debtcon,profexe,14,2024-09-12 14:51:00,2024-10-12 14:51:00,one month,0.5,reject,,
562,6303485293,30639037,homeimp,profexe,6,2024-09-12 14:52:00,2029-09-12 14:52:00,sixty month,30.0,reject,,
563,2843848429,28502301,debtcon,profexe,39,2024-09-12 14:53:00,2028-09-12 14:53:00,forty-eight month,25.0,reject,,
564,1333924038,33266487,debtcon,profexe,14,2024-09-12 14:54:00,2027-09-12 14:54:00,thirty-six month,19.0,,,
565,5920548482,23344613,debtcon,profexe,13,2024-09-12 14:55:00,2025-03-12 14:55:00,six month,3.0,,,
566,9274922399,49044123,debtcon,other,26,2024-09-12 14:56:00,2027-03-12 14:56:00,thirty month,16.0,,,
567,3052928452,38110160,homeimp,other,21,2024-09-12 14:57:00,2026-09-12 14:57:00,twenty-four month,13.0,,,
568,5920548482,26562499,debtcon,profexe,19,2024-09-12 14:58:00,2025-09-12 14:58:00,twelve month,6.0,accept,,
569,5920548482,30273507,homeimp,other,4,2024-09-12 14:59:00,2028-09-12 14:59:00,forty-eight month,25.0,reject,,
570,6303485293,35827238,homeimp,profexe,20,2024-09-12 15:00:00,2029-09-12 15:00:00,sixty month,30.0,,,
571,5920548482,6510731,homeimp,mgr,7,2024-09-12 15:01:00,2028-03-12 15:01:00,forty-two month,22.0,accept,,
572,3960086839,47557868,debtcon,other,4,2024-09-12 15:02:00,2028-09-12 15:02:00,forty-eight month,25.0,accept,,
573,2843848429,45352599,debtcon,mgr,24,2024-09-12 15:03:00,2028-03-12 15:03:00,forty-two month,22.0,,,
574,8203283023,28137581,debtcon,profexe,1,2024-09-12 15:04:00,2028-09-12 15:04:00,forty-eight month,25.0,reject,,
575,9274922399,23549911,homeimp,profexe,38,2024-09-12 15:05:00,2024-10-12 15:05:00,one month,0.5,,,
576,7976125545,27939460,debtcon,profexe,18,2024-09-12 15:06:00,2029-03-12 15:06:00,fifty-four month,28.0,,,
577,6496913603,3684831,debtcon,other,14,2024-09-12 15:07:00,2028-03-12 15:07:00,forty-two month,22.0,reject,,
578,2843848429,48743034,homeimp,sales,28,2024-09-12 15:08:00,2027-09-12 15:08:00,thirty-six month,19.0,reject,,
579,6496913603,13275630,debtcon,sales,24,2024-09-12 15:09:00,2029-09-12 15:09:00,sixty month,30.0,accept,,
580,8203283023,32722707,homeimp,sales,2,2024-09-12 15:10:00,2026-09-12 15:10:00,twenty-four month,13.0,,,
581,2843848429,20118951,debtcon,profexe,2,2024-09-12 15:11:00,2027-03-12 15:11:00,thirty month,16.0,reject,,
582,8203283023,21731487,homeimp,profexe,27,2024-09-12 15:12:00,2026-03-12 15:12:00,eighteen month,10.0,accept,,
583,7976125545,19936810,debtcon,mgr,40,2024-09-12 15:13:00,2029-03-12 15:13:00,fifty-four month,28.0,,,
584,3052928452,13209892,debtcon,profexe,39,2024-09-12 15:14:00,2028-03-12 15:14:00,forty-two month,22.0,reject,,
585,7976125545,10027585,debtcon,sales,38,2024-09-12 15:15:00,2025-03-12 15:15:00,six month,3.0,reject,,
586,3052928452,25288502,homeimp,profexe,23,2024-09-12 15:16:00,2024-10-12 15:16:00,one month,0.5,accept,,
587,3960086839,29461091,homeimp,mgr,28,2024-09-12 15:17:00,2025-03-12 15:17:00,six month,3.0,accept,,
588,3960086839,38052575,debtcon,other,32,2024-09-12 15:18:00,2029-09-12 15:18:00,sixty month,30.0,,,
589,5920548482,16860957,homeimp,mgr,30,2024-09-12 15:19:00,2028-09-12 15:19:00,forty-eight month,25.0,accept,,
590,2843848429,13012918,homeimp,mgr,1,2024-09-12 15:20:00,2025-03-12 15:20:00,six month,3.0,accept,,
591,3960086839,33449673,homeimp,profexe,4,2024-09-12 15:21:00,2027-09-12 15:21:00,thirty-six month,19.0,reject,,
592,7976125545,26560701,homeimp,self,34,2024-09-12 15:22:00,2029-03-12 15:22:00,fifty-four month,28.0,,,
593,6303485293,18593056,homeimp,office,22,2024-09-12 15:23:00,2029-09-12 15:23:00,sixty month,30.0,accept,,
594,2843848429,14141201,homeimp,other,5,2024-09-12 15:24:00,2029-09-12 15:24:00,sixty month,30.0,accept,,
595,8203283023,24954039,homeimp,other,17,2024-09-12 15:25:00,2028-03-12 15:25:00,forty-two month,22.0,reject,,
596,6496913603,28340950,homeimp,other,9,2024-09-12 15:26:00,2028-03-12 15:26:00,forty-two month,22.0,accept,,
597,9274922399,25390220,homeimp,mgr,12,2024-09-12 15:27:00,2024-10-12 15:27:00,one month,0.5,accept,,
598,8203283023,26315866,homeimp,office,16,2024-09-12 15:28:00,2026-03-12 15:28:00,eighteen month,10.0,reject,,
599,6303485293,21716984,debtcon,office,36,2024-09-12 15:29:00,2026-03-12 15:29:00,eighteen month,10.0,accept,,
600,3960086839,27669851,homeimp,other,7,2024-09-12 15:30:00,2026-03-12 15:30:00,eighteen month,10.0,,,
601,7976125545,40048613,debtcon,sales,7,2024-09-12 15:31:00,2028-09-12 15:31:00,forty-eight month,25.0,,,
602,8203283023,28166396,debtcon,profexe,2,2024-09-12 15:32:00,2027-09-12 15:32:00,thirty-six month,19.0,,,
603,6303485293,45852607,homeimp,other,38,2024-09-12 15:33:00,2029-03-12 15:33:00,fifty-four month,28.0,,,
604,6496913603,14411842,homeimp,office,40,2024-09-12 15:34:00,2024-10-12 15:34:00,one month,0.5,accept,,
605,7976125545,9958403,debtcon,office,39,2024-09-12 15:35:00,2028-03-12 15:35:00,forty-two month,22.0,accept,,
606,7976125545,3082841,homeimp,profexe,27,2024-09-12 15:36:00,2024-10-12 15:36:00,one month,0.5,reject,,
607,2843848429,19665154,debtcon,other,2,2024-09-12 15:37:00,2028-09-12 15:37:00,forty-eight month,25.0,accept,,
608,2843848429,39705317,debtcon,profexe,38,2024-09-12 15:38:00,2028-03-12 15:38:00,forty-two month,22.0,,,
609,6496913603,38719889,debtcon,self,18,2024-09-12 15:39:00,2026-03-12 15:39:00,eighteen month,10.0,reject,,
610,1333924038,19249107,debtcon,self,0,2024-09-12 15:40:00,2027-09-12 15:40:00,thirty-six month,19.0,accept,,
611,3052928452,46925134,homeimp,other,2,2024-09-12 15:41:00,2029-09-12 15:41:00,sixty month,30.0,reject,,
612,3960086839,19657475,homeimp,office,15,2024-09-12 15:42:00,2028-09-12 15:42:00,forty-eight month,25.0,reject,,
613,1333924038,23917841,debtcon,sales,31,2024-09-12 15:43:00,2025-03-12 15:43:00,six month,3.0,reject,,
614,6496913603,30869057,homeimp,other,4,2024-09-12 15:44:00,2029-09-12 15:44:00,sixty month,30.0,,,
615,5920548482,7871022,homeimp,sales,31,2024-09-12 15:45:00,2026-09-12 15:45:00,twenty-four month,13.0,,,
616,2843848429,7451837,debtcon,self,7,2024-09-12 15:46:00,2026-09-12 15:46:00,twenty-four month,13.0,,,
617,3052928452,44622369,debtcon,profexe,32,2024-09-12 15:47:00,2029-03-12 15:47:00,fifty-four month,28.0,reject,,
618,3052928452,16385425,homeimp,other,39,2024-09-12 15:48:00,2027-03-12 15:48:00,thirty month,16.0,reject,,
619,3052928452,1230446,homeimp,other,10,2024-09-12 15:49:00,2025-09-12 15:49:00,twelve month,6.0,reject,,
620,3052928452,34901402,homeimp,self,7,2024-09-12 15:50:00,2027-09-12 15:50:00,thirty-six month,19.0,reject,,
621,3052928452,47244015,debtcon,office,13,2024-09-12 15:51:00,2026-09-12 15:51:00,twenty-four month,13.0,accept,,
622,1333924038,36489454,homeimp,sales,35,2024-09-12 15:52:00,2027-09-12 15:52:00,thirty-six month,19.0,,,
623,2843848429,30512864,debtcon,office,1,2024-09-12 15:53:00,2026-09-12 15:53:00,twenty-four month,13.0,accept,,
624,2843848429,20166197,homeimp,self,11,2024-09-12 15:54:00,2029-03-12 15:54:00,fifty-four month,28.0,accept,,
625,3960086839,30017154,debtcon,sales,32,2024-09-12 15:55:00,2027-03-12 15:55:00,thirty month,16.0,accept,,
626,7976125545,10183468,homeimp,profexe,7,2024-09-12 15:56:00,2025-03-12 15:56:00,six month,3.0,accept,,
627,3960086839,42980322,homeimp,sales,19,2024-09-12 15:57:00,2024-10-12 15:57:00,one month,0.5,,,
628,5920548482,17451389,homeimp,other,0,2024-09-12 15:58:00,2028-09-12 15:58:00,forty-eight month,25.0,reject,,
629,1333924038,30997901,debtcon,mgr,32,2024-09-12 15:59:00,2027-03-12 15:59:00,thirty month,16.0,accept,,
630,8203283023,31065108,homeimp,mgr,15,2024-09-12 16:00:00,2028-03-12 16:00:00,forty-two month,22.0,reject,,
631,7976125545,15996172,homeimp,sales,5,2024-09-12 16:01:00,2025-03-12 16:01:00,six month,3.0,accept,,
632,5920548482,22852145,debtcon,profexe,39,2024-09-12 16:02:00,2027-03-12 16:02:00,thirty month,16.0,,,
633,8203283023,17032601,homeimp,self,7,2024-09-12 16:03:00,2029-09-12 16:03:00,sixty month,30.0,,,
634,6496913603,34788451,homeimp,self,1,2024-09-12 16:04:00,2024-10-12 16:04:00,one month,0.5,reject,,
635,5920548482,22779522,debtcon,office,32,2024-09-12 16:05:00,2027-09-12 16:05:00,thirty-six month,19.0,reject,,
636,5920548482,12956827,debtcon,mgr,0,2024-09-12 16:06:00,2025-03-12 16:06:00,six month,3.0,reject,,
637,5920548482,3843820,debtcon,sales,18,2024-09-12 16:07:00,2027-09-12 16:07:00,thirty-six month,19.0,,,
638,5920548482,46409435,debtcon,sales,28,2024-09-12 16:08:00,2025-09-12 16:08:00,twelve month,6.0,reject,,
639,3960086839,30446346,homeimp,self,29,2024-09-12 16:09:00,2025-09-12 16:09:00,twelve month,6.0,accept,,
640,6496913603,33022286,debtcon,profexe,21,2024-09-12 16:10:00,2028-09-12 16:10:00,forty-eight month,25.0,,,
641,1333924038,42410417,debtcon,profexe,8,2024-09-12 16:11:00,2027-09-12 16:11:00,thirty-six month,19.0,accept,,
642,5920548482,48358276,debtcon,mgr,3,2024-09-12 16:12:00,2027-03-12 16:12:00,thirty month,16.0,reject,,
643,1333924038,24829962,homeimp,profexe,2,2024-09-12 16:13:00,2026-03-12 16:13:00,eighteen month,10.0,reject,,
644,9274922399,2297320,homeimp,office,40,2024-09-12 16:14:00,2025-03-12 16:14:00,six month,3.0,,,
645,6303485293,22133099,homeimp,self,22,2024-09-12 16:15:00,2026-03-12 16:15:00,eighteen month,10.0,accept,,
646,8203283023,11058977,homeimp,mgr,19,2024-09-12 16:16:00,2026-09-12 16:16:00,twenty-four month,13.0,reject,,
647,6496913603,2752781,debtcon,other,17,2024-09-12 16:17:00,2025-03-12 16:17:00,six month,3.0,,,
648,6496913603,9289115,homeimp,self,28,2024-09-12 16:18:00,2028-03-12 16:18:00,forty-two month,22.0,,,
649,3960086839,39485864,debtcon,self,19,2024-09-12 16:19:00,2029-09-12 16:19:00,sixty month,30.0,,,
650,3052928452,46578692,homeimp,profexe,16,2024-09-12 16:20:00,2029-03-12 16:20:00,fifty-four month,28.0,reject,,
651,8203283023,43748160,homeimp,sales,0,2024-09-12 16:21:00,2026-09-12 16:21:00,twenty-four month,13.0,reject,,
652,8203283023,40347654,homeimp,profexe,3,2024-09-12 16:22:00,2028-09-12 16:22:00,forty-eight month,25.0,,,
653,2843848429,13192712,debtcon,self,24,2024-09-12 16:23:00,2027-03-12 16:23:00,thirty month,16.0,,,
654,6496913603,1005076,debtcon,profexe,19,2024-09-12 16:24:00,2027-03-12 16:24:00,thirty month,16.0,accept,,
655,3052928452,12484850,homeimp,office,0,2024-09-12 16:25:00,2026-09-12 16:25:00,twenty-four month,13.0,,,
656,8203283023,10042285,debtcon,mgr,23,2024-09-12 16:26:00,2029-03-12 16:26:00,fifty-four month,28.0,,,
657,5920548482,29958660,debtcon,sales,36,2024-09-12 16:27:00,2028-03-12 16:27:00,forty-two month,22.0,reject,,
658,6496913603,9012219,homeimp,sales,3,2024-09-12 16:28:00,2027-09-12 16:28:00,thirty-six month,19.0,,,
659,5920548482,21563371,homeimp,sales,13,2024-09-12 16:29:00,2025-03-12 16:29:00,six month,3.0,accept,,
660,3960086839,45306245,debtcon,sales,33,2024-09-12 16:30:00,2024-10-12 16:30:00,one month,0.5,reject,,
661,3052928452,36381029,debtcon,sales,3,2024-09-12 16:31:00,2026-03-12 16:31:00,eighteen month,10.0,accept,,
662,6496913603,23590961,homeimp,profexe,22,2024-09-12 16:32:00,2025-09-12 16:32:00,twelve month,6.0,,,
663,8203283023,3718234,debtcon,office,6,2024-09-12 16:33:00,2025-03-12 16:33:00,six month,3.0,reject,,
664,6303485293,9951121,debtcon,profexe,12,2024-09-12 16:34:00,2028-09-12 16:34:00,forty-eight month,25.0,reject,,
665,2843848429,40421058,homeimp,profexe,35,2024-09-12 16:35:00,2027-03-12 16:35:00,thirty month,16.0,,,
666,9274922399,13281609,homeimp,self,8,2024-09-12 16:36:00,2026-09-12 16:36:00,twenty-four month,13.0,,,
667,8203283023,6459071,homeimp,self,4,2024-09-12 16:37:00,2029-09-12 16:37:00,sixty month,30.0,accept,,
668,3052928452,45447209,homeimp,sales,30,2024-09-12 16:38:00,2027-03-12 16:38:00,thirty month,16.0,,,
669,5920548482,28736872,homeimp,profexe,15,2024-09-12 16:39:00,2028-09-12 16:39:00,forty-eight month,25.0,reject,,
670,6303485293,34715290,homeimp,self,34,2024-09-12 16:40:00,2026-03-12 16:40:00,eighteen month,10.0,reject,,
671,7976125545,12240303,debtcon,mgr,22,2024-09-12 16:41:00,2028-03-12 16:41:00,forty-two month,22.0,reject,,
672,5920548482,1993774,debtcon,office,11,2024-09-12 16:42:00,2025-03-12 16:42:00,six month,3.0,accept,,
673,9274922399,46248366,debtcon,sales,37,2024-09-12 16:43:00,2027-09-12 16:43:00,thirty-six month,19.0,accept,,
674,8203283023,46880942,homeimp,other,20,2024-09-12 16:44:00,2028-09-12 16:44:00,forty-eight month,25.0,,,
675,3052928452,47564317,homeimp,office,22,2024-09-12 16:45:00,2025-09-12 16:45:00,twelve month,6.0,,,
676,1333924038,6259738,debtcon,office,8,2024-09-12 16:46:00,2026-09-12 16:46:00,twenty-four month,13.0,reject,,
677,1333924038,40241835,homeimp,sales,7,2024-09-12 16:47:00,2024-10-12 16:47:00,one month,0.5,reject,,
678,6496913603,34333011,homeimp,mgr,40,2024-09-12 16:48:00,2029-09-12 16:48:00,sixty month,30.0,reject,,
679,8203283023,46985504,debtcon,other,34,2024-09-12 16:49:00,2028-09-12 16:49:00,forty-eight month,25.0,,,
680,7976125545,42732307,homeimp,other,37,2024-09-12 16:50:00,2025-03-12 16:50:00,six month,3.0,reject,,
681,1333924038,4349695,debtcon,sales,29,2024-09-12 16:51:00,2025-03-12 16:51:00,six month,3.0,reject,,
682,5920548482,2431110,homeimp,office,6,2024-09-12 16:52:00,2029-09-12 16:52:00,sixty month,30.0,,,
683,1333924038,9494442,debtcon,sales,27,2024-09-12 16:53:00,2029-03-12 16:53:00,fifty-four month,28.0,accept,,
684,8203283023,9347462,homeimp,other,32,2024-09-12 16:54:00,2026-09-12 16:54:00,twenty-four month,13.0,reject,,
685,7976125545,28830543,debtcon,other,35,2024-09-12 16:55:00,2025-03-12 16:55:00,six month,3.0,accept,,
686,8203283023,24323089,homeimp,other,6,2024-09-12 16:56:00,2027-09-12 16:56:00,thirty-six month,19.0,accept,,
